experiment,preset,formulation,model_variant,n_realizations,realization_years,sim_start,sim_end,k_concurrent,realization_batch,mode,rank,hostname,stagger_s,eval_index,kind,wall_seconds,ru_maxrss_mb,mem_available_mb,objs_ok,obj0,obj1,obj2,t_start_epoch,job_id,code_sha
ensemble_cost,kn_10yr_n200,ffmp,trimmed,200,10,1945-10-01,1955-09-30,1,0,probe,0,a046.anvil.rcac.purdue.edu,0,0,cold,292.469,1383.2,75910.8,True,-0.322778,35.000000,-0.331111,1784056127.0,19210282,48e59c8
ensemble_cost,kn_10yr_n200,ffmp,trimmed,200,10,1945-10-01,1955-09-30,1,0,probe,0,a046.anvil.rcac.purdue.edu,0,1,warm,289.476,1387.9,70483.1,True,-0.322778,35.000000,-0.333333,1784056419.5,19210282,48e59c8
