experiment,preset,formulation,model_variant,n_realizations,realization_years,sim_start,sim_end,k_concurrent,realization_batch,mode,rank,hostname,stagger_s,eval_index,kind,wall_seconds,ru_maxrss_mb,mem_available_mb,objs_ok,obj0,obj1,obj2,t_start_epoch,job_id,code_sha
ensemble_cost,kn_20yr_n20,ffmp,full,20,20,1945-10-01,1965-09-30,4,0,smoke,2,a147.anvil.rcac.purdue.edu,2,0,cold,75.027,649.0,210583.8,True,-0.284211,35.000000,-0.297368,1784050488.7,19203534,426afcd
ensemble_cost,kn_20yr_n20,ffmp,full,20,20,1945-10-01,1965-09-30,4,0,smoke,2,a147.anvil.rcac.purdue.edu,2,1,warm,73.224,794.0,210152.1,True,-0.284211,35.000000,-0.297368,1784050563.7,19203534,426afcd
