experiment,preset,formulation,model_variant,n_realizations,realization_years,sim_start,sim_end,k_concurrent,realization_batch,mode,rank,hostname,stagger_s,eval_index,kind,wall_seconds,ru_maxrss_mb,mem_available_mb,objs_ok,obj0,obj1,obj2,t_start_epoch,job_id,code_sha
ensemble_cost,kn_20yr_n20,ffmp,full,20,20,1945-10-01,1965-09-30,4,0,smoke,0,a147.anvil.rcac.purdue.edu,0,0,cold,74.947,646.2,210668.3,True,-0.284211,35.000000,-0.297368,1784050486.7,19203534,426afcd
ensemble_cost,kn_20yr_n20,ffmp,full,20,20,1945-10-01,1965-09-30,4,0,smoke,0,a147.anvil.rcac.purdue.edu,0,1,warm,72.543,790.8,209807.0,True,-0.284211,35.000000,-0.297368,1784050561.7,19203534,426afcd
