sample_id,elapsed_s,nyc_delivery_reliability_weekly,nyc_delivery_deficit_cvar90_pct,nyc_delivery_deficit_max_pct,nj_delivery_reliability_weekly,montague_flow_reliability_weekly,montague_flow_deficit_cvar90_pct,montague_flow_deficit_max_pct,trenton_flow_reliability_weekly,trenton_flow_deficit_cvar90_pct,downstream_flood_days_minor,downstream_flood_days_major,downstream_flood_days_action,nyc_storage_p5_pct,nyc_storage_min_pct,salt_front_intrusion_max_rm,lordville_temp_exceedance_days
-1,5.362718899999891,1.0,6.94755768067394e-11,7.58717533244635e-11,1.0,1.0,0.0,0.0,0.9714285714285714,1.3579956914126967,1.0,0.0,2.0,59.882765168118425,58.199147466637406,,
0,4.448468300000968,0.0,3.7603725272792583,3.7603725272792583,1.0,0.8285714285714286,21.494554491073675,23.023386719127387,0.9714285714285714,6.278797913792511,1.0,0.0,2.0,68.44227766859859,66.31177834358736,,
1,4.414015199999994,0.0,15.550815887374243,15.550815887374242,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,42.48812515196263,40.75512803165416,,
2,4.421425399999862,0.0,31.91418094320054,31.91418094320053,1.0,1.0,0.0,0.0,0.9809523809523808,1.2223595521820445,1.0,0.0,1.0,62.91272801294439,60.67989147622793,,
