n_designs,n_draws,n_seeds,nfe,n_borg_runs,search_t_eval_s,search_ranks_per_node,search_nodes,search_islands,search_workers,search_efficiency,search_hr_per_run,search_su,etest_n_theta,etest_r,etest_l_test,etest_scenarios,reeval_policies,reeval_sims,reeval_t_eval_s,reeval_ranks_per_node,reeval_cost_basis,reeval_su,total_su,frac_of_allocation
6,10,3,50000,180,173.8135,128,4,2,509,0.729,6.505874745362323,599581.4165325917,1000,20,10,20000,600,600000,43.370999999999995,128,measured_full,8031.666666666665,607613.0831992583,0.6076130831992583
6,10,3,50000,180,173.8135,128,4,2,509,0.729,6.505874745362323,599581.4165325917,1000,20,30,20000,600,600000,126.35900000000001,128,measured_full,23399.814814814814,622981.2313474065,0.6229812313474065
6,10,3,100000,180,173.8135,128,4,2,509,0.729,13.011749490724647,1199162.8330651834,200,10,10,2000,600,120000,23.445,128,measured_full,868.3333333333334,1200031.1663985166,1.2000311663985166
6,10,3,100000,180,173.8135,128,4,2,509,0.729,13.011749490724647,1199162.8330651834,200,10,30,2000,600,120000,68.61500000000001,128,measured_full,2541.2962962962965,1201704.1293614798,1.2017041293614799
6,10,3,100000,180,173.8135,128,4,2,509,0.729,13.011749490724647,1199162.8330651834,200,20,10,4000,600,120000,43.370999999999995,128,measured_full,1606.333333333333,1200769.1663985166,1.2007691663985167
6,10,3,100000,180,173.8135,128,4,2,509,0.729,13.011749490724647,1199162.8330651834,200,20,30,4000,600,120000,126.35900000000001,128,measured_full,4679.9629629629635,1203842.7960281463,1.2038427960281464
6,10,3,100000,180,173.8135,128,4,2,509,0.729,13.011749490724647,1199162.8330651834,500,10,10,5000,600,300000,23.445,128,measured_full,2170.8333333333335,1201333.6663985166,1.2013336663985166
6,10,3,100000,180,173.8135,128,4,2,509,0.729,13.011749490724647,1199162.8330651834,500,10,30,5000,600,300000,68.61500000000001,128,measured_full,6353.240740740742,1205516.073805924,1.205516073805924
6,10,3,100000,180,173.8135,128,4,2,509,0.729,13.011749490724647,1199162.8330651834,500,20,10,10000,600,300000,43.370999999999995,128,measured_full,4015.8333333333326,1203178.6663985166,1.2031786663985167
6,10,3,100000,180,173.8135,128,4,2,509,0.729,13.011749490724647,1199162.8330651834,500,20,30,10000,600,300000,126.35900000000001,128,measured_full,11699.907407407407,1210862.7404725908,1.2108627404725907
6,10,3,100000,180,173.8135,128,4,2,509,0.729,13.011749490724647,1199162.8330651834,1000,10,10,10000,600,600000,23.445,128,measured_full,4341.666666666667,1203504.49973185,1.20350449973185
6,10,3,100000,180,173.8135,128,4,2,509,0.729,13.011749490724647,1199162.8330651834,1000,10,30,10000,600,600000,68.61500000000001,128,measured_full,12706.481481481484,1211869.314546665,1.211869314546665
6,10,3,100000,180,173.8135,128,4,2,509,0.729,13.011749490724647,1199162.8330651834,1000,20,10,20000,600,600000,43.370999999999995,128,measured_full,8031.666666666665,1207194.49973185,1.20719449973185
6,10,3,100000,180,173.8135,128,4,2,509,0.729,13.011749490724647,1199162.8330651834,1000,20,30,20000,600,600000,126.35900000000001,128,measured_full,23399.814814814814,1222562.6478799982,1.2225626478799982
