phi,lam,rho1,rho1_se,max_dry_run,min_roll3_frac_p10,adjacent_corr,cross_site_corr,mean_drift_max,std_drift_max_rel
0.8,0.0,0.02288233813996974,0.017342599947386066,5.0,0.6569615244239839,0.3046799948686357,0.8551037330675229,0.0,0.0
0.8,0.1,0.17587794812562296,0.017586499163046578,6.140625,0.634318428888712,0.333669470572435,0.8616463646845528,0.038049395627833604,0.05511800708284644
0.8,0.2,0.2295871427322776,0.018747168214233705,6.71875,0.5682820849070801,0.3443775512490929,0.865197892293874,0.0468811939188285,0.19680032872908362
0.8,0.35,0.298728270329232,0.018566265649001035,7.109375,0.5547866401797644,0.37850154982345713,0.8709922416139527,0.09666994314942379,0.3696622498413738
0.8,0.5,0.37219530731120815,0.01786325578262487,7.859375,0.5035796381513621,0.39314615285718224,0.8779458757236397,0.13650538252994693,0.39799334379060447
0.8,0.75,0.4281614187791235,0.01857722957056187,8.09375,0.5044452025461086,0.42345727779005715,0.8825666166461547,0.17185107707561365,0.643481808080176
0.8,1.0,0.49936145218918376,0.016873077430915595,8.8125,0.47232530731002753,0.43392862767123436,0.8649002275130435,0.33365889839371654,1.2381174390977423
0.5,0.35,0.20727744058608333,0.017089091454160876,6.078125,0.5672086671772867,0.3732459061834986,0.8720879907964725,0.08958581280049316,0.255931883840197
0.9,0.35,0.29446298383314506,0.021525774193101924,7.421875,0.5327127170536871,0.3582757774457215,0.8689342930964824,0.09127849020798173,0.1616073709782297
