candidate,sim,obs,ratio_sim_obs,annual_pearson_r,annual_spearman_rho,top5_year_overlap
C1_days_minor,0.4166666666666667,0.5416666666666666,0.7692307692307693,0.8279001614283885,0.607312440645774,3
C2_days_action,1.8333333333333333,1.625,1.1282051282051282,0.8559826308541026,0.7058753939694892,3
C3_sum_ft,0.9561926615486206,1.815013281501679,0.5268240575944987,0.8760041377852125,0.6180094786729857,3
C4_max_ft,0.9561926615486206,1.1722224248709583,0.8157092385038455,0.9115919837843866,0.6180094786729857,3
C5_norm_ft,0.2369763140633201,0.3952974193991134,0.5994886443315132,0.8885631677726107,0.6180094786729857,3
C6_flow_mg,1753.4178996744697,3763.724377010324,0.4658730884718183,0.8731536803518142,0.6180094786729857,3
