candidate,pooled_units,mean_per_unit,zero_unit_frac,top_unit_share,bootstrap_se_5real,bootstrap_cv_5real
C1_days_minor,245,0.17142857142857143,0.889795918367347,0.14285714285714285,0.032048810455554314,0.18695139432406682
C2_days_action,245,0.8938775510204081,0.5755102040816327,0.0410958904109589,0.05058679089694086,0.056592528628997774
C3_sum_ft,245,0.2329007476577154,0.889795918367347,0.2798577689758205,0.07006343611076675,0.3008295886354821
C4_max_ft,245,0.2208524414767953,0.889795918367347,0.2951250309774686,0.06386450200912484,0.2891727235708871
C5_norm_ft,245,0.05562736867463771,0.889795918367347,0.292927228022948,0.01604631492979805,0.28846079388820844
C6_flow_mg,245,402.2340958506421,0.889795918367347,0.2985473699583526,125.1278925817594,0.3110822624748897
