candidate,sim,obs,ratio_sim_obs
C1_days_minor,0.4166666666666667,0.5416666666666666,0.7692307692307693
C2_days_action,1.8333333333333333,1.625,1.1282051282051282
C3_sum_ft,0.9561926615486206,1.815013281501679,0.5268240575944987
C4_max_ft,0.9561926615486206,1.1722224248709583,0.8157092385038455
C5_norm_ft,0.23697631406332012,0.39529741939911345,0.5994886443315132
C6_flow_mg,1753.4178996744697,3763.7243770103237,0.4658730884718183
