candidate,hist_iqr10,hist_granularity,eps_hist,ens_iqr10,ens_granularity,ens_noise_se,eps_ens
C1_days_minor,0.00522868799656431,0.013157894736842105,0.013157894736842105,0.0069387755102040816,0.004081632653061225,0.032048810455554314,0.0069387755102040816
C2_days_action,0.020914751986257252,0.013157894736842105,0.020914751986257252,0.01673469387755102,0.004081632653061225,0.05058679089694086,0.01673469387755102
C3_sum_ft,0.008463174245093302,0.0,0.008463174245093302,0.01056144019817223,0.0,0.07006343611076675,0.01056144019817223
C4_max_ft,0.008463174245093302,0.0,0.008463174245093302,0.010332377693254282,0.0,0.06386450200912484,0.010332377693254282
C5_norm_ft,0.0021157935612733255,0.0,0.0021157935612733255,0.002529604324917241,0.0,0.01604631492979805,0.002529604324917241
C6_flow_mg,14.468983742118871,0.0,14.468983742118871,17.89112397080738,0.0,125.1278925817594,17.89112397080738
