selector,seed,axis,ks_to_uniform,star_1d,max_gap,tail_share_p90
lhs_nn,7,drought_peak_depth,0.18211731940163078,0.09242607488589806,0.08224001034595918,0.28
lhs_nn,7,drought_onset_rate,0.32771752668886867,0.2170441831716876,0.11945405556709532,0.34
lhs_nn,7,drought_recovery_rate,0.2825498020153473,0.1837266434298241,0.07284725854643415,0.31
lhs_nn,7,flood_peak_magnitude,0.11275773877551376,0.07078974953169923,0.08224483397226401,0.32
lhs_nn,7,flood_pulse_duration,0.24555555555555553,0.1270389266677304,0.05555555555555558,0.25
lhs_nn,7,flood_rise_rate,0.2410955753461887,0.13595153027042226,0.07724793193740676,0.2
lhs_nn,8,drought_deficit_volume,0.22407806871314273,0.13125940137922462,0.12094393253505997,0.22
lhs_nn,8,drought_duration,0.24108802195647905,0.13629280491174162,0.1764359929425604,0.13
lhs_nn,8,drought_peak_depth,0.17211731940163078,0.09623839935896021,0.11430515372066347,0.28
lhs_nn,8,drought_onset_rate,0.31153568094857675,0.189215103972926,0.09152182946343246,0.37
lhs_nn,8,drought_recovery_rate,0.30075861750098337,0.19582071920628,0.06905662755831932,0.3
lhs_nn,8,flood_peak_magnitude,0.15367149087111098,0.08084405474249758,0.1729592488521986,0.31
lhs_nn,8,flood_pulse_duration,0.20111111111111107,0.11658727457399572,0.05555555555555558,0.29
lhs_nn,8,flood_rise_rate,0.2511421323659266,0.13482418795057038,0.08325917316673193,0.25
lhs_nn,9,drought_deficit_volume,0.22407806871314273,0.1285904342912249,0.14988861576230517,0.22
lhs_nn,9,drought_duration,0.22188002352479896,0.13157704429861833,0.1372279945108803,0.16
lhs_nn,9,drought_peak_depth,0.14475979132340355,0.07430789553330752,0.09518414876687391,0.31
lhs_nn,9,drought_onset_rate,0.29551392354147316,0.19211772892086895,0.07546635341667174,0.36
lhs_nn,9,drought_recovery_rate,0.29011243295184685,0.19326165737461357,0.09206603688323411,0.29
lhs_nn,9,flood_peak_magnitude,0.11977146518544535,0.07349884834529315,0.13013552786561178,0.3
lhs_nn,9,flood_pulse_duration,0.2055555555555556,0.12025179344675291,0.11111111111111116,0.26
lhs_nn,9,flood_rise_rate,0.25680355488747075,0.16439951085698523,0.08325917316673193,0.17
random,0,drought_deficit_volume,0.2809525061448374,0.1727259070650387,0.1412579115972874,0.16
random,0,drought_duration,0.2591080180356792,0.14564599924886443,0.0784159968633601,0.14
random,0,drought_peak_depth,0.28953914693357585,0.16251665953258213,0.1434549490864111,0.13
random,0,drought_onset_rate,0.5265638674471235,0.35186879836574236,0.17491665333686313,0.14
random,0,drought_recovery_rate,0.5290432800888742,0.35370039065544306,0.25013510459006527,0.06
random,0,flood_peak_magnitude,0.411036992020986,0.24101593308942754,0.19299190943706424,0.07
random,0,flood_pulse_duration,0.4622222222222222,0.2906527349702394,0.11111111111111116,0.1
random,0,flood_rise_rate,0.3761774872597454,0.2319560192451574,0.19183771490813362,0.09
random,1,drought_deficit_volume,0.2977525379345898,0.19393425835555922,0.2543363938067307,0.11
random,1,drought_duration,0.25306802587727883,0.16665579887002482,0.07861203685551832,0.1
random,1,drought_peak_depth,0.33544182981791093,0.18184090251747906,0.22367082808007077,0.11
random,1,drought_onset_rate,0.5467089133842592,0.35564898396114314,0.17966706836075597,0.11
random,1,drought_recovery_rate,0.4984787659732639,0.32833417613145455,0.22727874546499627,0.09
random,1,flood_peak_magnitude,0.3849556378860459,0.22114054761547997,0.12520259453991833,0.09
random,1,flood_pulse_duration,0.5011111111111111,0.31233193011266563,0.2222222222222222,0.07
random,1,flood_rise_rate,0.3023571725719898,0.19632071289457814,0.10998412044034234,0.12
random,2,drought_deficit_volume,0.3475020392838031,0.19836279998883638,0.22119227281162002,0.08
random,2,drought_duration,0.311088021956479,0.1633903442284347,0.0980199960792002,0.08
random,2,drought_peak_depth,0.3414139076514966,0.20045248954424072,0.25190144040797113,0.08
random,2,drought_onset_rate,0.5825430592288059,0.3905563788602716,0.16867398101563924,0.08
random,2,drought_recovery_rate,0.5188869863863608,0.3383703405394789,0.12610484203713934,0.09
random,2,flood_peak_magnitude,0.3467147179754332,0.1955421671227982,0.16223385639528443,0.1
random,2,flood_pulse_duration,0.43333333333333335,0.2840655027921288,0.11111111111111116,0.09
