pool,selector,seed,n,lo_pct,hi_pct,L2_star_abs,L2_star_cdf,nn_min_abs,nn_cv_abs,tail_share_p90,corner_share_p90,ks_mean_vs_pool,mst_edge_mean,mst_edge_min,mst_edge_cv,zero_event_share_selected,zero_event_share_pool
pool,lhs_nn,3,100,0.5,99.5,0.05015513142553185,0.10281041369420187,0.060380658337026716,0.3394768328865464,0.37,0.92,0.33875,0.19509074572665017,0.060380658337026716,0.34265056754930273,0.0,0.007
pool,lhs_nn,4,100,0.5,99.5,0.044199248930127125,0.10479559087569512,0.060380658337026716,0.40057458606287527,0.38749999999999996,0.94,0.35124999999999995,0.20202003552657866,0.060380658337026716,0.35773981832701596,0.0,0.007
pool,lhs_nn,5,100,0.5,99.5,0.049435217494762394,0.1042887482434476,0.05402481027941733,0.43529770317351985,0.37249999999999994,0.93,0.34450000000000003,0.18143347824403394,0.05402481027941733,0.3764270476267817,0.0,0.007
pool,lhs_nn,6,100,0.5,99.5,0.05414580203530228,0.1025484112350669,0.060380658337026716,0.40127969813537634,0.38249999999999995,0.91,0.334,0.1967720850323801,0.060380658337026716,0.34976280055617553,0.01,0.007
pool,lhs_nn,7,100,0.5,99.5,0.04193592301641735,0.10546251406467494,0.060380658337026716,0.4573200863889734,0.37000000000000005,0.96,0.34249999999999997,0.19123903856110816,0.060380658337026716,0.38385110214209495,0.0,0.007
pool,lhs_nn,8,100,0.5,99.5,0.045514002291537854,0.10355768528322794,0.05920043548964766,0.3750760297377418,0.3775,0.95,0.32987500000000003,0.20072475036953025,0.05920043548964766,0.31988260716600186,0.01,0.007
pool,lhs_nn,9,100,0.5,99.5,0.048640206339269125,0.10493532895388759,0.060380658337026716,0.3899486200560785,0.385,0.95,0.351125,0.19858492912154377,0.060380658337026716,0.34204021472355756,0.0,0.007
pool,lhs_assign,0,100,0.5,99.5,0.052049033608129035,0.09927792672841824,0.04909762405701475,0.37257911070128835,0.36750000000000005,0.88,0.315,0.19863056364337148,0.04909762405701475,0.3282326685291506,0.0,0.007
pool,lhs_assign,1,100,0.5,99.5,0.04351098232896662,0.10232219653420993,0.0616299691798129,0.3791258734203782,0.39249999999999996,0.96,0.34475,0.19637123156709915,0.0616299691798129,0.32922206546049004,0.0,0.007
pool,lhs_assign,2,100,0.5,99.5,0.05493799794105455,0.10447329976295291,0.060380658337026716,0.39304930029407076,0.37250000000000005,0.91,0.34199999999999997,0.1976715329379366,0.060380658337026716,0.3477843887292732,0.0,0.007
pool,lhs_assign,3,100,0.5,99.5,0.05170190459905658,0.10281435030548765,0.060380658337026716,0.3777379109501698,0.37000000000000005,0.92,0.343875,0.19336377232858798,0.060380658337026716,0.34092946232265786,0.0,0.007
pool,lhs_assign,4,100,0.5,99.5,0.04151959410550428,0.1047525127898416,0.060380658337026716,0.36569652204765507,0.395,0.95,0.339375,0.20388513922088897,0.060380658337026716,0.3324017166763176,0.0,0.007
