pool,selector,seed,n,lo_pct,hi_pct,L2_star_abs,L2_star_cdf,nn_min_abs,nn_cv_abs,tail_share_p90,corner_share_p90,ks_mean_vs_pool,mst_edge_mean,mst_edge_min,mst_edge_cv,zero_event_share_selected,zero_event_share_pool
pool,eps_cell,3,100,1.0,99.0,0.06429962389113172,0.09357911658012391,0.12312739997517606,0.2251972714422781,0.3275,0.9,0.282875,0.2282858548615056,0.12312739997517606,0.209244125017765,0.0,0.007
pool,eps_cell,4,100,1.0,99.0,0.07034706607356052,0.09632422131423228,0.0983910651902272,0.2721612123359928,0.3075,0.85,0.28200000000000003,0.22814600273013655,0.0983910651902272,0.23318776093497176,0.0,0.007
pool,eps_cell,5,100,1.0,99.0,0.09013967183091087,0.09044364311909862,0.0983910651902272,0.24306369078030174,0.27,0.79,0.258625,0.22772429031627558,0.0983910651902272,0.22326661062817466,0.0,0.007
pool,eps_cell,6,100,1.0,99.0,0.06791803352822276,0.09481770129599848,0.0983910651902272,0.23909472323490563,0.3075,0.85,0.279625,0.2278756582483797,0.0983910651902272,0.21833230147419122,0.0,0.007
pool,eps_cell,7,100,1.0,99.0,0.07310327899048515,0.09335895492817416,0.08360594792050363,0.3137445542393837,0.3,0.84,0.29000000000000004,0.221155989704795,0.08360594792050363,0.2821421748049285,0.0,0.007
pool,eps_cell,8,100,1.0,99.0,0.07790529071235383,0.09579907267241884,0.0983910651902272,0.2500664942405022,0.3025,0.84,0.294875,0.2242304536028311,0.0983910651902272,0.24431949256932398,0.0,0.007
pool,eps_cell,9,100,1.0,99.0,0.08112818973563383,0.09297435454002516,0.08360594792050363,0.27118340537285135,0.29250000000000004,0.82,0.27475,0.22354814410102042,0.08360594792050363,0.24999618451482947,0.0,0.007
pool,lhs_nn,0,100,2.0,98.0,0.024670117758521428,0.09259300026107806,0.08388441854579413,0.30714979388142777,0.2925,0.83,0.2885,0.2393291279334723,0.08388441854579413,0.2639142655454625,0.0,0.007
pool,lhs_nn,1,100,2.0,98.0,0.018459912089394192,0.09622544631493087,0.017131702622602926,0.405600807279857,0.32,0.89,0.3055,0.23088345889358103,0.017131702622602926,0.3417314146653753,0.0,0.007
pool,lhs_nn,2,100,2.0,98.0,0.02353020155983096,0.09743682995313574,0.07070230323684243,0.3677312578860102,0.3225,0.85,0.320875,0.2251220759885961,0.07070230323684243,0.3135765791066707,0.0,0.007
pool,lhs_nn,3,100,2.0,98.0,0.026854468156831925,0.09547170193849996,0.06653863838410513,0.38953310802453717,0.3,0.82,0.315375,0.22481850890487284,0.06653863838410513,0.3233047745957631,0.0,0.007
pool,lhs_nn,4,100,2.0,98.0,0.019545040810969996,0.0976894195520752,0.0784297115304115,0.3674044664221635,0.3075,0.83,0.311875,0.22206722521142266,0.0784297115304115,0.3197298415516542,0.0,0.007
pool,lhs_nn,5,100,2.0,98.0,0.024136899529450723,0.09716882842026221,0.06783793212898061,0.41410692177282377,0.3075,0.85,0.30562500000000004,0.22033316849982892,0.06783793212898061,0.3644603012824397,0.0,0.007
pool,lhs_nn,6,100,2.0,98.0,0.02690235248899847,0.09368742120164443,0.0784297115304115,0.3721158031427202,0.3175,0.82,0.29975,0.2304078342266277,0.0784297115304115,0.31663302100185087,0.01,0.007
pool,lhs_nn,7,100,2.0,98.0,0.022443536153132368,0.09924550902950671,0.07165042180971348,0.38207471961466455,0.3175,0.89,0.312375,0.21938713185611683,0.07165042180971348,0.3199875914413654,0.0,0.007
pool,lhs_nn,8,100,2.0,98.0,0.021124153023776647,0.09662988681989408,0.0784297115304115,0.3696952615734355,0.30000000000000004,0.82,0.302875,0.23221007242749142,0.0784297115304115,0.30806831111917404,0.0,0.007
pool,lhs_nn,9,100,2.0,98.0,0.01933116993675332,0.09859459934451319,0.07675396196094757,0.3524091560645767,0.30000000000000004,0.84,0.31625000000000003,0.2374571781972565,0.07675396196094757,0.2963219833425568,0.0,0.007
pool,lhs_assign,0,100,2.0,98.0,0.025829182489302282,0.09258064511655495,0.11381868300373878,0.2950406591861706,0.2925,0.82,0.288625,0.24029373217275968,0.11381868300373878,0.25687670981279076,0.0,0.007
pool,lhs_assign,1,100,2.0,98.0,0.02057038002769735,0.0960933127627604,0.017131702622602926,0.4057996162652574,0.325,0.88,0.30737499999999995,0.2291881560711787,0.017131702622602926,0.3599172038393797,0.0,0.007
pool,lhs_assign,2,100,2.0,98.0,0.026671049463916914,0.09721665006474504,0.07070230323684243,0.38181938106360286,0.3125,0.84,0.315875,0.22557680564278715,0.07070230323684243,0.3195728138746661,0.0,0.007
pool,lhs_assign,3,100,2.0,98.0,0.024090182395288737,0.0958437040289358,0.07534398206749152,0.35418766097959414,0.3225,0.84,0.30925,0.2259232922564124,0.07534398206749152,0.30055881497580605,0.0,0.007
pool,lhs_assign,4,100,2.0,98.0,0.018647336936554314,0.09776478736976446,0.0784297115304115,0.3544955169154473,0.31,0.85,0.306125,0.2269292214569583,0.0784297115304115,0.30802690344970474,0.0,0.007
pool,lhs_assign,5,100,2.0,98.0,0.021307029472790666,0.0970116271172302,0.06820492992387076,0.3936875016121468,0.3025,0.84,0.30312500000000003,0.22183274445468126,0.06820492992387076,0.3406416140332037,0.0,0.007
pool,lhs_assign,6,100,2.0,98.0,0.030752608523707304,0.09358566623386519,0.0784297115304115,0.3641432887004996,0.3075,0.82,0.29325,0.2305450299452263,0.0784297115304115,0.31727901598219427,0.01,0.007
pool,lhs_assign,7,100,2.0,98.0,0.022106779395626983,0.0991774270398564,0.07165042180971348,0.3834473012725539,0.31,0.89,0.307375,0.2227834027302127,0.07165042180971348,0.32279010061606156,0.0,0.007
pool,lhs_assign,8,100,2.0,98.0,0.02305114869598114,0.09697521800032517,0.08388441854579413,0.34179320866827384,0.2925,0.82,0.305125,0.23242019622962473,0.08388441854579413,0.2938202918399696,0.0,0.007
pool,lhs_assign,9,100,2.0,98.0,0.023801608034753167,0.0984269011783934,0.07675396196094757,0.37007142749086896,0.2975,0.83,0.32399999999999995,0.2328375591633331,0.07675396196094757,0.30522831831885644,0.0,0.007
pool,maximin,0,100,2.0,98.0,0.04614477823560867,0.08009119925378337,0.2721169416582052,0.12075515660636169,0.28500000000000003,0.78,0.24275000000000002,0.3120222573402436,0.2721169416582052,0.11699581894979025,0.03,0.007
pool,maximin,1,100,2.0,98.0,0.04614477823560867,0.08009119925378337,0.2721169416582052,0.12075515660636169,0.28500000000000003,0.78,0.24275000000000002,0.3120222573402436,0.2721169416582052,0.11699581894979025,0.03,0.007
pool,maximin,2,100,2.0,98.0,0.04614477823560867,0.08009119925378337,0.2721169416582052,0.12075515660636169,0.28500000000000003,0.78,0.24275000000000002,0.3120222573402436,0.2721169416582052,0.11699581894979025,0.03,0.007
pool,maximin,3,100,2.0,98.0,0.04614477823560867,0.08009119925378337,0.2721169416582052,0.12075515660636169,0.28500000000000003,0.78,0.24275000000000002,0.3120222573402436,0.2721169416582052,0.11699581894979025,0.03,0.007
pool,maximin,4,100,2.0,98.0,0.04614477823560867,0.08009119925378337,0.2721169416582052,0.12075515660636169,0.28500000000000003,0.78,0.24275000000000002,0.3120222573402436,0.2721169416582052,0.11699581894979025,0.03,0.007
pool,maximin,5,100,2.0,98.0,0.04614477823560867,0.08009119925378337,0.2721169416582052,0.12075515660636169,0.28500000000000003,0.78,0.24275000000000002,0.3120222573402436,0.2721169416582052,0.11699581894979025,0.03,0.007
pool,maximin,6,100,2.0,98.0,0.04614477823560867,0.08009119925378337,0.2721169416582052,0.12075515660636169,0.28500000000000003,0.78,0.24275000000000002,0.3120222573402436,0.2721169416582052,0.11699581894979025,0.03,0.007
pool,maximin,7,100,2.0,98.0,0.04614477823560867,0.08009119925378337,0.2721169416582052,0.12075515660636169,0.28500000000000003,0.78,0.24275000000000002,0.3120222573402436,0.2721169416582052,0.11699581894979025,0.03,0.007
pool,maximin,8,100,2.0,98.0,0.04614477823560867,0.08009119925378337,0.2721169416582052,0.12075515660636169,0.28500000000000003,0.78,0.24275000000000002,0.3120222573402436,0.2721169416582052,0.11699581894979025,0.03,0.007
pool,maximin,9,100,2.0,98.0,0.04614477823560867,0.08009119925378337,0.2721169416582052,0.12075515660636169,0.28500000000000003,0.78,0.24275000000000002,0.3120222573402436,0.2721169416582052,0.11699581894979025,0.03,0.007
pool,eps_cell,0,100,2.0,98.0,0.05581271125544588,0.08403006417654604,0.05763251441057486,0.26455444655176913,0.25,0.74,0.24775,0.23370046603496775,0.05763251441057486,0.22374628858388226,0.0,0.007
pool,eps_cell,1,100,2.0,98.0,0.05164022357526649,0.09093834244587481,0.0960654934356231,0.2293008394427191,0.2575,0.74,0.260875,0.23539400132004362,0.0960654934356231,0.2153937207727506,0.0,0.007
pool,eps_cell,2,100,2.0,98.0,0.052558387827709566,0.0897581632469404,0.13490887534385296,0.18721886783639313,0.26,0.74,0.27137500000000003,0.24458867874141205,0.13490887534385296,0.18463810639610673,0.0,0.007
pool,eps_cell,3,100,2.0,98.0,0.04863989718598827,0.08852303891301698,0.07001812229019279,0.25441880741165934,0.265,0.75,0.2565,0.23794587986548651,0.07001812229019279,0.23667849602936802,0.0,0.007
pool,eps_cell,4,100,2.0,98.0,0.04460160953452893,0.09325427155957859,0.05763251441057486,0.2786078367108529,0.27999999999999997,0.76,0.28775,0.23636730393947866,0.05763251441057486,0.243253625877347,0.0,0.007
pool,eps_cell,5,100,2.0,98.0,0.06394703640389032,0.08167577941200987,0.07001812229019279,0.244198304792699,0.245,0.71,0.2485,0.23627067391907544,0.07001812229019279,0.24177612853813463,0.0,0.007
pool,eps_cell,6,100,2.0,98.0,0.06271609911524612,0.08511192859114286,0.07001812229019279,0.25413839154604384,0.25,0.7,0.266,0.23385138961060942,0.07001812229019279,0.21981266070966543,0.0,0.007
pool,eps_cell,7,100,2.0,98.0,0.054696953436223175,0.08519159412677998,0.07001812229019279,0.2707169460544338,0.23249999999999998,0.71,0.24762499999999998,0.23369333921547408,0.07001812229019279,0.2517699441411407,0.0,0.007
pool,eps_cell,8,100,2.0,98.0,0.06305905464078497,0.0860916554209399,0.05763251441057486,0.3343832537299233,0.2475,0.71,0.2585,0.2393639819773861,0.05763251441057486,0.2918692503534402,0.0,0.007
pool,eps_cell,9,100,2.0,98.0,0.04651481471512291,0.0877251250022614,0.0960654934356231,0.23477136178883495,0.2675,0.73,0.28275,0.23978578755566166,0.0960654934356231,0.21805416248657658,0.0,0.007
