solution_id,sowmean__nyc_delivery_reliability_annual,sowmean__nyc_delivery_deficit_p99_pct,sowmean__montague_flow_reliability_annual,sowmean__montague_flow_deficit_p99_pct,sowmean__trenton_flow_reliability_annual,sowmean__downstream_flood_exceedance_annual,sowmean__nyc_storage_min_p01_pct,sowmean__nj_delivery_reliability_annual
0,0.7917061224489796,48.7420374814362,0.98691836734694,2.1223280177703914,0.7399510204081632,2.3559574623674777,14.177662605665255,1.0
1,0.802644897959183,19.82443589060554,0.8254489795918367,40.707346995633344,0.7408816326530615,1.7762280469639833,16.97457912664361,1.0
2,0.7499387755102037,30.657211224023534,0.8028612244897967,31.243157902823203,0.7932530612244902,1.1776940178859083,11.109847036478211,0.7368938775510203
3,0.7628489795918368,48.02249048643538,0.787608163265306,33.30325697249414,0.7454857142857142,1.766861051764296,26.71302448143302,0.7364571428571431
4,0.9971142857142863,4.104911372621292,0.635710204081633,41.56649814418555,0.6958489795918363,2.3563661273733043,16.071493317624885,1.0
5,0.9914204081632658,13.296406654058599,0.5646408163265305,42.256850367502444,0.7678489795918368,2.116741172166849,11.120868810657768,0.7206938775510209
6,0.8699387755102044,28.30368471532891,0.4308938775510204,38.52482451221307,0.6650163265306126,1.1371213742621484,18.469021338891547,1.0
7,0.732008163265306,19.707181547575015,0.3813795918367346,37.02935266484391,0.696122448979592,1.8477506435451962,21.619061803185986,0.6954204081632654
8,0.9456122448979589,14.493091006585926,0.6695265306122454,39.77364185349006,0.7223142857142857,2.3211182244838002,20.484643810043018,0.9380571428571429
9,0.9583469387755105,8.489342369293409,0.4030979591836734,39.609826648281995,0.6474938775510205,2.3055737001222396,18.01995613896716,1.0
10,0.9111918367346941,24.5438433601626,0.5174489795918367,41.05135542310915,0.683338775510204,1.1823157631537426,20.119811953041054,0.8987551020408161
11,0.9967142857142859,4.8553496029437575,0.5296612244897958,41.3987748957203,0.7058122448979592,1.831983853548384,14.77095743046525,0.6837183673469389
12,0.8576122448979594,19.751115374176962,0.6032040816326533,41.20048060274877,0.7140693877551016,1.9376410818268344,21.505750513611442,0.8687632653061226
13,0.5601224489795917,19.983965870750406,0.6420081632653064,39.8117181264419,0.7182367346938776,1.1780448972361688,13.719597034036491,0.7332448979591836
14,0.9965510204081635,5.43769408813489,0.587342857142857,41.717179962779056,0.7083918367346937,1.824224412058558,14.096584203190094,0.6632938775510201
15,0.8206938775510202,20.014211627907706,0.6957306122448983,38.27965713038437,0.7180163265306121,1.7857945477046715,18.047136569930657,0.7855551020408166
16,0.7371346938775508,19.76471874335618,0.7915265306122454,41.305899427221654,0.7771306122448975,2.0499246695764515,17.788173059881245,1.0
17,0.9661061224489805,15.896071789693055,0.4199714285714284,39.629499130676244,0.6615714285714285,2.407763187157288,24.752670904071852,1.0
18,0.8556367346938774,19.251143203608766,0.37173061224489795,40.40906359584438,0.6939836734693879,2.3687524488415685,24.726721162806392,1.0
19,0.7669877551020409,46.99102709378681,0.8712122448979593,28.521800820496455,0.741114285714286,1.8119699882999627,21.826768875878216,1.0
