design,statistic,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9
fixed_probabilistic,best,0.97,0.84,0.7,0.615,0.53,0.4,0.285,0.21,0.105,0.01,0.005,0.0,0.0,0.0,0.0,0.0,0.0
hazard_filling_stationary,best,0.97,0.855,0.745,0.65,0.58,0.475,0.34,0.28,0.175,0.065,0.025,0.0,0.0,0.0,0.0,0.0,0.0
historic,best,0.805,0.65,0.535,0.4,0.27,0.145,0.09,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fixed_probabilistic,median,0.63,0.45,0.285,0.145,0.045,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hazard_filling_stationary,median,0.65,0.46,0.275,0.1,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
historic,median,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
