objective,direction,n_valid,frac_nan,frac_saturated,min,p5,p25,median,p75,p95,max,iqr,range,baseline,no_gradient
nyc_delivery_reliability_annual,maximize,24,0.0,0.125,0.2236842105263158,0.24276315789473676,0.36513157894736836,0.4671052631578947,0.5131578947368421,0.5901315789473683,0.5921052631578947,0.14802631578947378,0.36842105263157887,0.631578947368421,False
nyc_delivery_deficit_p99_pct,minimize,24,0.0,0.08333333333333333,38.632113846959776,43.88072166158394,51.021523856519835,54.483170149450174,59.149359281252174,67.56295182407953,68.20811733312529,8.12783542473234,29.57600348616551,50.49463106085943,False
montague_flow_reliability_annual,maximize,24,0.0,0.125,0.4078947368421052,0.47565789473684206,0.5625,0.6513157894736842,0.7532894736842105,0.7875,0.7894736842105263,0.1907894736842105,0.38157894736842113,0.7631578947368421,False
montague_flow_deficit_p99_pct,minimize,24,0.0,0.08333333333333333,14.007230398228009,23.289252906690567,29.057594538805873,33.59292460934695,39.52744284930858,46.502174049978976,50.16419622701085,10.469848310502705,36.15696582878284,28.04820723958715,False
trenton_flow_reliability_annual,maximize,24,0.0,0.08333333333333333,0.8157894736842105,0.830921052631579,0.8552631578947368,0.868421052631579,0.881578947368421,0.9078947368421052,0.9210526315789472,0.02631578947368418,0.10526315789473673,0.8421052631578947,False
downstream_flood_days_annual,minimize,24,0.0,0.16666666666666666,0.0526315789473684,0.0526315789473684,0.0657894736842105,0.0789473684210526,0.1052631578947368,0.1184210526315789,0.131578947368421,0.0394736842105263,0.0789473684210526,0.1447368421052631,False
nyc_storage_min_p01_pct,maximize,24,0.0,0.4166666666666667,0.0,0.0,0.0,7.949527887703337,16.82858930100283,18.355794983464573,21.56771060160406,16.82858930100283,21.56771060160406,0.0,False
