design,operator,full_baseline,pop_median,pop_iqr,boot_std_median_policy,boot_tau_vs_full_mean,boot_tau_vs_full_p05,boot_tau_nan_frac,tau_mean_vs_p99
fixed_probabilistic,mean,0.5574409435810834,0.5217979441659819,0.12722931157931483,0.18384290612095666,0.9545929549902155,0.93248073630137,0.0,0.7282366483134195
fixed_probabilistic,p99,7.8793044603751525,7.861685188820353,0.9064036442452492,2.529079705057244,0.561641255890469,0.2402350119794865,0.0,0.7282366483134195
hazard_filling_stationary,mean,1.0798346749732681,1.0070327796086183,0.2166011363268625,0.1557022686835432,0.9587938478473583,0.9380802042563603,0.0,0.6520909982096194
hazard_filling_stationary,p99,22.48027688454845,21.24175977061371,1.6877256549972728,7.135340536384115,0.5297201460947272,0.14674935913788792,0.0,0.6520909982096194
historic,mean,0.3467372492448442,0.307734276785656,0.07624779794029485,0.14122722913401273,0.8335824491372873,0.639481718723087,0.0,0.7973623686487202
historic,p99,6.032059012663058,5.556838049257978,1.03155366316334,1.6925183061848341,0.7707354168850149,0.595946956398129,0.0,0.7973623686487202
