design,baseline_mean_days,floor_mean_days,pop_min_mean_days,pop_max_mean_days,floor_share_of_baseline,controllable_frac_lower_bound
fixed_probabilistic,0.5568672079987733,0.384392659406035,0.4105036034354252,0.7757232994256558,0.6902770604637252,0.30972293953627483
hazard_filling_stationary,1.0790112122465851,0.7123615679324096,0.7779102255219209,1.3420708023048198,0.6601984852865592,0.3398015147134408
historic,0.3485899630836817,0.12241660243784033,0.13996094748793544,0.41415618412647853,0.35117649789719646,0.6488235021028035
