preset,formulation,n_realizations,realization_years,sim_start,sim_end,k_concurrent,realization_batch,mode,rank,hostname,stagger_s,eval_index,kind,wall_seconds,ru_maxrss_mb,mem_available_mb,objs_ok,obj0,obj1,obj2,t_start_epoch,job_id,code_sha
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,96,0,ladder,87,a007.anvil.rcac.purdue.edu,30,0,cold,67.748,571.6,198979.6,True,-0.284211,35.0,-0.3,1783983186.2,19163445,8c60ecd-dirty
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,96,0,ladder,87,a007.anvil.rcac.purdue.edu,30,1,warm,64.4,702.8,188520.8,True,-0.284211,35.0,-0.3,1783983253.9,19163445,8c60ecd-dirty
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,96,0,ladder,87,a007.anvil.rcac.purdue.edu,30,2,warm,63.981,702.8,186880.7,True,-0.284211,35.0,-0.3,1783983318.3,19163445,8c60ecd-dirty
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,96,0,spot,88,a007.anvil.rcac.purdue.edu,30,0,cold,68.985,572.7,199252.5,True,-0.284211,35.0,-0.3,1783970350.5,19153718,
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,96,0,spot,88,a007.anvil.rcac.purdue.edu,30,1,warm,65.673,703.8,188882.5,True,-0.284211,35.0,-0.3,1783970419.5,19153718,
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,96,0,spot,88,a007.anvil.rcac.purdue.edu,30,2,warm,65.725,703.8,186930.0,True,-0.284211,35.0,-0.3,1783970485.1,19153718,
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,96,0,spot,88,a007.anvil.rcac.purdue.edu,30,3,warm,65.957,704.9,187278.6,True,-0.284211,35.0,-0.3,1783970550.9,19153718,
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,96,0,spot,88,a007.anvil.rcac.purdue.edu,30,4,warm,65.146,704.9,189272.9,True,-0.284211,35.0,-0.3,1783970616.8,19153718,
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,96,0,ladder,88,a007.anvil.rcac.purdue.edu,30,0,cold,69.015,573.3,199031.5,True,-0.284211,35.0,-0.3,1783983186.2,19163445,8c60ecd-dirty
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,96,0,ladder,88,a007.anvil.rcac.purdue.edu,30,1,warm,65.462,704.9,188700.8,True,-0.284211,35.0,-0.3,1783983255.2,19163445,8c60ecd-dirty
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,96,0,ladder,88,a007.anvil.rcac.purdue.edu,30,2,warm,65.496,704.9,187271.6,True,-0.284211,35.0,-0.3,1783983320.7,19163445,8c60ecd-dirty
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,96,0,spot,89,a007.anvil.rcac.purdue.edu,30,0,cold,68.243,575.1,199087.7,True,-0.284211,35.0,-0.3,1783970350.5,19153718,
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,96,0,spot,89,a007.anvil.rcac.purdue.edu,30,1,warm,65.078,705.6,188605.0,True,-0.284211,35.0,-0.3,1783970418.7,19153718,
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,96,0,spot,89,a007.anvil.rcac.purdue.edu,30,2,warm,64.937,705.6,187034.2,True,-0.284211,35.0,-0.3,1783970483.8,19153718,
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,96,0,spot,89,a007.anvil.rcac.purdue.edu,30,3,warm,65.411,706.8,186760.4,True,-0.284211,35.0,-0.3,1783970548.7,19153718,
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,96,0,spot,89,a007.anvil.rcac.purdue.edu,30,4,warm,64.77,706.8,188760.6,True,-0.284211,35.0,-0.3,1783970614.1,19153718,
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,96,0,ladder,89,a007.anvil.rcac.purdue.edu,30,0,cold,68.146,571.4,199118.3,True,-0.284211,35.0,-0.3,1783983186.2,19163445,8c60ecd-dirty
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,96,0,ladder,89,a007.anvil.rcac.purdue.edu,30,1,warm,64.761,702.8,188591.1,True,-0.284211,35.0,-0.3,1783983254.3,19163445,8c60ecd-dirty
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,96,0,ladder,89,a007.anvil.rcac.purdue.edu,30,2,warm,64.673,702.8,186979.4,True,-0.284211,35.0,-0.3,1783983319.1,19163445,8c60ecd-dirty
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,96,0,spot,90,a007.anvil.rcac.purdue.edu,30,0,cold,68.049,573.5,199014.2,True,-0.284211,35.0,-0.3,1783970350.5,19153718,
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,96,0,spot,90,a007.anvil.rcac.purdue.edu,30,1,warm,64.812,704.7,188544.3,True,-0.284211,35.0,-0.3,1783970418.5,19153718,
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,96,0,spot,90,a007.anvil.rcac.purdue.edu,30,2,warm,64.462,704.7,187034.6,True,-0.284211,35.0,-0.3,1783970483.3,19153718,
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,96,0,spot,90,a007.anvil.rcac.purdue.edu,30,3,warm,64.27,704.8,186649.1,True,-0.284211,35.0,-0.3,1783970547.8,19153718,
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,96,0,spot,90,a007.anvil.rcac.purdue.edu,30,4,warm,64.538,704.8,188432.7,True,-0.284211,35.0,-0.3,1783970612.1,19153718,
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,96,0,ladder,90,a007.anvil.rcac.purdue.edu,30,0,cold,68.993,573.2,199085.2,True,-0.284211,35.0,-0.3,1783983186.2,19163445,8c60ecd-dirty
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,96,0,ladder,90,a007.anvil.rcac.purdue.edu,30,1,warm,65.215,704.7,188690.8,True,-0.284211,35.0,-0.3,1783983255.2,19163445,8c60ecd-dirty
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,96,0,ladder,90,a007.anvil.rcac.purdue.edu,30,2,warm,65.496,704.7,187258.7,True,-0.284211,35.0,-0.3,1783983320.4,19163445,8c60ecd-dirty
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,96,0,spot,91,a007.anvil.rcac.purdue.edu,30,0,cold,67.965,572.2,199016.3,True,-0.284211,35.0,-0.3,1783970350.5,19153718,
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,96,0,spot,91,a007.anvil.rcac.purdue.edu,30,1,warm,64.765,703.6,188537.6,True,-0.284211,35.0,-0.3,1783970418.4,19153718,
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,96,0,spot,91,a007.anvil.rcac.purdue.edu,30,2,warm,64.314,703.6,187034.9,True,-0.284211,35.0,-0.3,1783970483.2,19153718,
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,96,0,spot,91,a007.anvil.rcac.purdue.edu,30,3,warm,64.058,703.6,186681.8,True,-0.284211,35.0,-0.3,1783970547.5,19153718,
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,96,0,spot,91,a007.anvil.rcac.purdue.edu,30,4,warm,64.25,703.6,188302.6,True,-0.284211,35.0,-0.3,1783970611.6,19153718,
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,96,0,ladder,91,a007.anvil.rcac.purdue.edu,30,0,cold,69.56,572.6,198509.5,True,-0.284211,35.0,-0.3,1783983186.2,19163445,8c60ecd-dirty
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,96,0,ladder,91,a007.anvil.rcac.purdue.edu,30,1,warm,65.36,703.2,188727.2,True,-0.284211,35.0,-0.3,1783983255.7,19163445,8c60ecd-dirty
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,96,0,ladder,91,a007.anvil.rcac.purdue.edu,30,2,warm,65.587,703.2,187287.4,True,-0.284211,35.0,-0.3,1783983321.1,19163445,8c60ecd-dirty
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,96,0,spot,92,a007.anvil.rcac.purdue.edu,30,0,cold,68.455,572.1,199139.1,True,-0.284211,35.0,-0.3,1783970350.5,19153718,
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,96,0,spot,92,a007.anvil.rcac.purdue.edu,30,1,warm,65.396,703.4,188797.8,True,-0.284211,35.0,-0.3,1783970418.9,19153718,
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,96,0,spot,92,a007.anvil.rcac.purdue.edu,30,2,warm,65.127,703.4,187039.4,True,-0.284211,35.0,-0.3,1783970484.3,19153718,
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,96,0,spot,92,a007.anvil.rcac.purdue.edu,30,3,warm,64.753,704.5,186778.9,True,-0.284211,35.0,-0.3,1783970549.5,19153718,
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,96,0,spot,92,a007.anvil.rcac.purdue.edu,30,4,warm,64.799,704.5,188776.6,True,-0.284211,35.0,-0.3,1783970614.2,19153718,
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,96,0,ladder,92,a007.anvil.rcac.purdue.edu,30,0,cold,68.033,571.0,199058.3,True,-0.284211,35.0,-0.3,1783983186.2,19163445,8c60ecd-dirty
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,96,0,ladder,92,a007.anvil.rcac.purdue.edu,30,1,warm,64.972,704.4,188557.8,True,-0.284211,35.0,-0.3,1783983254.2,19163445,8c60ecd-dirty
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,96,0,ladder,92,a007.anvil.rcac.purdue.edu,30,2,warm,64.663,704.4,187110.3,True,-0.284211,35.0,-0.3,1783983319.2,19163445,8c60ecd-dirty
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,96,0,spot,93,a007.anvil.rcac.purdue.edu,30,0,cold,68.111,571.9,199016.3,True,-0.284211,35.0,-0.3,1783970350.5,19153718,
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,96,0,spot,93,a007.anvil.rcac.purdue.edu,30,1,warm,64.828,703.2,188551.2,True,-0.284211,35.0,-0.3,1783970418.6,19153718,
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,96,0,spot,93,a007.anvil.rcac.purdue.edu,30,2,warm,64.565,703.2,187032.6,True,-0.284211,35.0,-0.3,1783970483.4,19153718,
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,96,0,spot,93,a007.anvil.rcac.purdue.edu,30,3,warm,64.046,703.4,186648.6,True,-0.284211,35.0,-0.3,1783970548.0,19153718,
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,96,0,spot,93,a007.anvil.rcac.purdue.edu,30,4,warm,64.145,703.4,188306.1,True,-0.284211,35.0,-0.3,1783970612.0,19153718,
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,96,0,ladder,93,a007.anvil.rcac.purdue.edu,30,0,cold,67.627,571.4,198964.0,True,-0.284211,35.0,-0.3,1783983186.2,19163445,8c60ecd-dirty
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,96,0,ladder,93,a007.anvil.rcac.purdue.edu,30,1,warm,64.247,703.4,188490.7,True,-0.284211,35.0,-0.3,1783983253.8,19163445,8c60ecd-dirty
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,96,0,ladder,93,a007.anvil.rcac.purdue.edu,30,2,warm,64.171,703.4,186880.7,True,-0.284211,35.0,-0.3,1783983318.1,19163445,8c60ecd-dirty
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,96,0,spot,94,a007.anvil.rcac.purdue.edu,30,0,cold,68.61,571.9,199171.5,True,-0.284211,35.0,-0.3,1783970350.5,19153718,
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,96,0,spot,94,a007.anvil.rcac.purdue.edu,30,1,warm,65.176,702.4,188703.1,True,-0.284211,35.0,-0.3,1783970419.1,19153718,
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,96,0,spot,94,a007.anvil.rcac.purdue.edu,30,2,warm,65.59,702.4,187044.2,True,-0.284211,35.0,-0.3,1783970484.3,19153718,
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,96,0,spot,94,a007.anvil.rcac.purdue.edu,30,3,warm,65.175,704.5,186850.8,True,-0.284211,35.0,-0.297368,1783970549.9,19153718,
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,96,0,spot,94,a007.anvil.rcac.purdue.edu,30,4,warm,64.559,704.5,189048.0,True,-0.284211,35.0,-0.3,1783970615.0,19153718,
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,96,0,ladder,94,a007.anvil.rcac.purdue.edu,30,0,cold,67.945,572.7,199038.4,True,-0.284211,35.0,-0.3,1783983186.2,19163445,8c60ecd-dirty
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,96,0,ladder,94,a007.anvil.rcac.purdue.edu,30,1,warm,64.484,703.9,188563.7,True,-0.284211,35.0,-0.3,1783983254.1,19163445,8c60ecd-dirty
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,96,0,ladder,94,a007.anvil.rcac.purdue.edu,30,2,warm,64.791,703.9,186967.8,True,-0.284211,35.0,-0.3,1783983318.6,19163445,8c60ecd-dirty
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,96,0,spot,95,a007.anvil.rcac.purdue.edu,30,0,cold,69.207,571.0,199228.7,True,-0.284211,35.0,-0.3,1783970350.5,19153718,
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,96,0,spot,95,a007.anvil.rcac.purdue.edu,30,1,warm,65.843,703.3,188916.8,True,-0.284211,35.0,-0.3,1783970419.7,19153718,
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,96,0,spot,95,a007.anvil.rcac.purdue.edu,30,2,warm,65.693,703.3,186925.6,True,-0.284211,35.0,-0.3,1783970485.5,19153718,
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,96,0,spot,95,a007.anvil.rcac.purdue.edu,30,3,warm,65.69,703.3,187318.0,True,-0.284211,35.0,-0.3,1783970551.2,19153718,
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,96,0,spot,95,a007.anvil.rcac.purdue.edu,30,4,warm,65.188,703.3,189272.9,True,-0.284211,35.0,-0.3,1783970616.9,19153718,
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,96,0,ladder,95,a007.anvil.rcac.purdue.edu,30,0,cold,68.953,574.2,199073.0,True,-0.284211,35.0,-0.3,1783983186.2,19163445,8c60ecd-dirty
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,96,0,ladder,95,a007.anvil.rcac.purdue.edu,30,1,warm,64.8,705.4,188629.7,True,-0.284211,35.0,-0.3,1783983255.1,19163445,8c60ecd-dirty
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,96,0,ladder,95,a007.anvil.rcac.purdue.edu,30,2,warm,64.971,705.4,187155.8,True,-0.284211,35.0,-0.3,1783983319.9,19163445,8c60ecd-dirty
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,128,0,spot,0,a007.anvil.rcac.purdue.edu,0,0,cold,71.663,578.6,190698.8,True,-0.284211,35.0,-0.297368,1783970749.3,19153718,
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,128,0,spot,0,a007.anvil.rcac.purdue.edu,0,1,warm,74.115,709.9,173612.7,True,-0.284211,35.0,-0.3,1783970820.9,19153718,
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,128,0,spot,0,a007.anvil.rcac.purdue.edu,0,2,warm,74.84,709.9,168076.3,True,-0.284211,35.0,-0.3,1783970895.0,19153718,
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,128,0,spot,0,a007.anvil.rcac.purdue.edu,0,3,warm,74.271,709.9,167988.2,True,-0.284211,35.0,-0.3,1783970969.9,19153718,
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,128,0,spot,0,a007.anvil.rcac.purdue.edu,0,4,warm,75.013,709.9,169962.8,True,-0.284211,35.0,-0.3,1783971044.1,19153718,
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,128,0,batch,0,a007.anvil.rcac.purdue.edu,0,0,cold,72.492,578.2,190495.9,True,-0.284211,35.0,-0.3,1783976058.9,19153719,
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,128,0,batch,0,a007.anvil.rcac.purdue.edu,0,1,warm,74.732,709.5,173449.7,True,-0.284211,35.0,-0.3,1783976131.4,19153719,
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,128,0,batch,0,a007.anvil.rcac.purdue.edu,0,2,warm,74.769,709.5,167836.3,True,-0.284211,35.0,-0.3,1783976206.1,19153719,
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,128,0,batch,0,a007.anvil.rcac.purdue.edu,0,3,warm,75.04,709.5,167779.4,True,-0.284211,35.0,-0.3,1783976280.9,19153719,
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,128,0,ladder,0,a007.anvil.rcac.purdue.edu,0,0,cold,71.213,579.1,190548.3,True,-0.284211,35.0,-0.3,1783983423.1,19163445,8c60ecd-dirty
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,128,0,ladder,0,a007.anvil.rcac.purdue.edu,0,1,warm,74.318,710.4,173494.9,True,-0.284211,35.0,-0.3,1783983494.3,19163445,8c60ecd-dirty
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,128,0,ladder,0,a007.anvil.rcac.purdue.edu,0,2,warm,74.397,710.4,167545.6,True,-0.284211,35.0,-0.3,1783983568.6,19163445,8c60ecd-dirty
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,128,0,spot,1,a007.anvil.rcac.purdue.edu,1,0,cold,71.89,577.9,190578.8,True,-0.284211,35.0,-0.3,1783970750.3,19153718,
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,128,0,spot,1,a007.anvil.rcac.purdue.edu,1,1,warm,74.42,709.3,173518.2,True,-0.284211,35.0,-0.3,1783970822.1,19153718,
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,128,0,spot,1,a007.anvil.rcac.purdue.edu,1,2,warm,74.262,709.3,168074.8,True,-0.284211,35.0,-0.3,1783970896.6,19153718,
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,128,0,spot,1,a007.anvil.rcac.purdue.edu,1,3,warm,74.463,709.4,167983.0,True,-0.284211,35.0,-0.3,1783970970.8,19153718,
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,128,0,spot,1,a007.anvil.rcac.purdue.edu,1,4,warm,74.503,709.4,169967.6,True,-0.284211,35.0,-0.3,1783971045.3,19153718,
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,128,0,batch,1,a007.anvil.rcac.purdue.edu,1,0,cold,71.966,577.4,190514.1,True,-0.284211,35.0,-0.3,1783976059.9,19153719,
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,128,0,batch,1,a007.anvil.rcac.purdue.edu,1,1,warm,74.719,708.5,173456.6,True,-0.284211,35.0,-0.3,1783976131.8,19153719,
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,128,0,batch,1,a007.anvil.rcac.purdue.edu,1,2,warm,74.536,708.5,167836.3,True,-0.284211,35.0,-0.3,1783976206.5,19153719,
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,128,0,batch,1,a007.anvil.rcac.purdue.edu,1,3,warm,74.706,709.6,167702.9,True,-0.284211,35.0,-0.3,1783976281.1,19153719,
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,128,0,ladder,1,a007.anvil.rcac.purdue.edu,1,0,cold,71.565,575.6,190421.6,True,-0.284211,35.0,-0.3,1783983424.1,19163445,8c60ecd-dirty
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,128,0,ladder,1,a007.anvil.rcac.purdue.edu,1,1,warm,74.444,707.5,173499.0,True,-0.284211,35.0,-0.3,1783983495.7,19163445,8c60ecd-dirty
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,128,0,ladder,1,a007.anvil.rcac.purdue.edu,1,2,warm,74.461,707.5,167549.1,True,-0.284211,35.0,-0.3,1783983570.1,19163445,8c60ecd-dirty
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,128,0,spot,2,a007.anvil.rcac.purdue.edu,2,0,cold,73.157,577.6,190382.4,True,-0.284211,35.0,-0.3,1783970751.3,19153718,
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,128,0,spot,2,a007.anvil.rcac.purdue.edu,2,1,warm,74.863,709.7,173411.5,True,-0.284211,35.0,-0.3,1783970824.4,19153718,
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,128,0,spot,2,a007.anvil.rcac.purdue.edu,2,2,warm,74.875,709.7,168074.2,True,-0.284211,35.0,-0.3,1783970899.3,19153718,
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,128,0,spot,2,a007.anvil.rcac.purdue.edu,2,3,warm,75.051,709.9,167985.7,True,-0.284211,35.0,-0.3,1783970974.2,19153718,
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,128,0,spot,2,a007.anvil.rcac.purdue.edu,2,4,warm,75.347,709.9,169976.5,True,-0.284211,35.0,-0.3,1783971049.2,19153718,
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,128,0,batch,2,a007.anvil.rcac.purdue.edu,2,0,cold,72.123,578.8,190393.4,True,-0.284211,35.0,-0.3,1783976060.9,19153719,
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,128,0,batch,2,a007.anvil.rcac.purdue.edu,2,1,warm,74.148,710.3,173463.7,True,-0.284211,35.0,-0.3,1783976133.0,19153719,
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,128,0,batch,2,a007.anvil.rcac.purdue.edu,2,2,warm,74.71,710.3,167838.2,True,-0.284211,35.0,-0.3,1783976207.1,19153719,
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,128,0,batch,2,a007.anvil.rcac.purdue.edu,2,3,warm,74.012,710.3,167753.8,True,-0.284211,35.0,-0.3,1783976281.8,19153719,
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,128,0,ladder,2,a007.anvil.rcac.purdue.edu,2,0,cold,71.974,577.9,190232.4,True,-0.284211,35.0,-0.3,1783983425.1,19163445,8c60ecd-dirty
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,128,0,ladder,2,a007.anvil.rcac.purdue.edu,2,1,warm,74.92,710.2,173289.2,True,-0.284211,35.0,-0.3,1783983497.1,19163445,8c60ecd-dirty
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,128,0,ladder,2,a007.anvil.rcac.purdue.edu,2,2,warm,74.422,710.2,167553.0,True,-0.284211,35.0,-0.3,1783983572.0,19163445,8c60ecd-dirty
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,128,0,spot,3,a007.anvil.rcac.purdue.edu,3,0,cold,73.738,577.2,190232.0,True,-0.284211,35.0,-0.3,1783970752.3,19153718,
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,128,0,spot,3,a007.anvil.rcac.purdue.edu,3,1,warm,75.526,708.6,173261.9,True,-0.284211,35.0,-0.3,1783970826.0,19153718,
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,128,0,spot,3,a007.anvil.rcac.purdue.edu,3,2,warm,75.547,708.6,168072.9,True,-0.284211,35.0,-0.3,1783970901.5,19153718,
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,128,0,spot,3,a007.anvil.rcac.purdue.edu,3,3,warm,75.141,708.6,167961.9,True,-0.284211,35.0,-0.3,1783970977.1,19153718,
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,128,0,spot,3,a007.anvil.rcac.purdue.edu,3,4,warm,75.551,708.6,169982.3,True,-0.284211,35.0,-0.3,1783971052.2,19153718,
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,128,0,batch,3,a007.anvil.rcac.purdue.edu,3,0,cold,72.838,578.4,190128.6,True,-0.284211,35.0,-0.3,1783976061.9,19153719,
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,128,0,batch,3,a007.anvil.rcac.purdue.edu,3,1,warm,74.439,709.5,173333.6,True,-0.284211,35.0,-0.3,1783976134.7,19153719,
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,128,0,batch,3,a007.anvil.rcac.purdue.edu,3,2,warm,75.08,709.5,167843.9,True,-0.284211,35.0,-0.3,1783976209.1,19153719,
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,128,0,batch,3,a007.anvil.rcac.purdue.edu,3,3,warm,75.116,709.6,167764.2,True,-0.284211,35.0,-0.3,1783976284.2,19153719,
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,128,0,ladder,3,a007.anvil.rcac.purdue.edu,3,0,cold,73.115,578.2,190048.9,True,-0.284211,35.0,-0.3,1783983426.1,19163445,8c60ecd-dirty
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,128,0,ladder,3,a007.anvil.rcac.purdue.edu,3,1,warm,75.582,709.4,173252.4,True,-0.284211,35.0,-0.3,1783983499.2,19163445,8c60ecd-dirty
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,128,0,ladder,3,a007.anvil.rcac.purdue.edu,3,2,warm,75.549,709.4,167582.0,True,-0.284211,35.0,-0.3,1783983574.8,19163445,8c60ecd-dirty
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,128,0,spot,4,a007.anvil.rcac.purdue.edu,4,0,cold,72.487,578.2,190279.8,True,-0.284211,35.0,-0.3,1783970753.3,19153718,
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,128,0,spot,4,a007.anvil.rcac.purdue.edu,4,1,warm,73.782,709.6,173420.3,True,-0.284211,35.0,-0.3,1783970825.7,19153718,
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,128,0,spot,4,a007.anvil.rcac.purdue.edu,4,2,warm,74.268,709.6,168073.5,True,-0.284211,35.0,-0.3,1783970899.5,19153718,
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,128,0,spot,4,a007.anvil.rcac.purdue.edu,4,3,warm,74.26,709.7,167969.8,True,-0.284211,35.0,-0.3,1783970973.8,19153718,
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,128,0,spot,4,a007.anvil.rcac.purdue.edu,4,4,warm,73.982,709.7,169969.8,True,-0.284211,35.0,-0.3,1783971048.1,19153718,
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,128,0,batch,4,a007.anvil.rcac.purdue.edu,4,0,cold,72.538,575.7,190139.7,True,-0.284211,35.0,-0.3,1783976062.9,19153719,
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,128,0,batch,4,a007.anvil.rcac.purdue.edu,4,1,warm,74.803,706.5,173352.1,True,-0.284211,35.0,-0.3,1783976135.4,19153719,
kn_20yr_n20,ffmp,20,20,1945-10-01,1965-09-30,128,0,batch,4,a007.anvil.rcac.purdue.edu,4,2,warm,75.69,706.5,167847.6,True,-0.284211,35.0,-0.3,1783976210.2,19153719,
