objective,eps,tau_floor,ratio_floor_over_eps,unit_eps,unit_floor,unit_max,eps_below_floor
nyc_delivery_reliability_annual,0.02,0.1342157494928577,6.710787474642885,0.02,0.1342157494928577,0.1342157494928577,True
nyc_delivery_deficit_p99_pct,5.0,6.237383048550359e-10,1.2474766097100719e-10,5.0,6.237383048550359e-10,5.0,False
montague_flow_reliability_annual,0.02,0.13034719305518638,6.517359652759319,0.02,0.13034719305518638,0.13034719305518638,True
montague_flow_deficit_p99_pct,5.0,1.2273854089296736,0.24547708178593472,5.0,1.2273854089296736,5.0,False
trenton_flow_reliability_annual,0.015,0.12182288458257644,8.12152563883843,0.015,0.12182288458257644,0.12182288458257644,True
downstream_flood_exceedance_annual,0.3,0.9265026547022509,3.0883421823408366,0.3,0.9265026547022509,0.9265026547022509,True
nyc_storage_min_p01_pct,5.0,5.757741945985054,1.1515483891970109,5.0,5.757741945985054,5.757741945985054,True
nj_delivery_reliability_annual,0.025,0.13724713377479272,5.489885350991709,0.025,0.13724713377479272,0.13724713377479272,True
