row_index,rule,label,dominates_baseline,n_objectives_beaten,nyc_delivery_reliability_annual,nyc_delivery_deficit_p99_pct,montague_flow_reliability_annual,montague_flow_deficit_p99_pct,trenton_flow_reliability_annual,downstream_flood_exceedance_annual,nyc_storage_min_p01_pct,nj_delivery_reliability_annual
23,best_nyc_delivery_reliability_annual,Best nyc_delivery_reliability_annual,False,4,0.9605263157894737,67.17386703330197,0.8289473684210527,44.856843514916925,0.9078947368421053,0.2842507052396282,0.0,0.6578947368421053
1771,best_nyc_delivery_deficit_p99_pct,Best nyc_delivery_deficit_p99_pct,False,5,0.7368421052631579,12.103313979884277,0.7368421052631579,44.081377671743475,0.881578947368421,0.35261795914257865,2.7212207428700115,1.0
63,best_montague_flow_reliability_annual,Best montague_flow_reliability_annual,False,6,0.6710526315789473,49.61112092092156,0.9736842105263158,28.960345572372063,0.9078947368421053,0.2914608103299947,16.91812180957436,0.9210526315789473
1364,best_montague_flow_deficit_p99_pct,Best montague_flow_deficit_p99_pct,False,7,0.75,49.813961082085285,0.9605263157894737,6.969538928430887,0.9078947368421053,0.2893419448036334,5.737684262397292,0.9210526315789473
2247,best_trenton_flow_reliability_annual,Best trenton_flow_reliability_annual,False,6,0.5657894736842105,47.7532817683982,0.868421052631579,9.712080278640983,0.9605263157894737,0.2280209444008096,2.226810584628515,0.6710526315789473
278,best_downstream_flood_exceedance_annual,Best downstream_flood_exceedance_annual,False,4,0.9210526315789473,52.974595482812646,0.7763157894736842,39.32525517949387,0.881578947368421,0.15332842041849784,0.0,0.9078947368421053
1799,best_nyc_storage_min_p01_pct,Best nyc_storage_min_p01_pct,False,4,0.5263157894736842,39.52020364581799,0.6052631578947368,39.93320787665745,0.868421052631579,0.26189483093094945,32.02149996891947,0.9736842105263158
0,best_nj_delivery_reliability_annual,Best nj_delivery_reliability_annual,False,5,0.8289473684210527,49.481475148873976,0.8552631578947368,43.96912802753859,0.868421052631579,0.2430088899960177,20.091873122939614,1.0
1393,mean_scaled,Balanced (mean scaled),True,8,0.8026315789473685,47.34103779595529,0.9210526315789473,23.470596415494278,0.9210526315789473,0.1938349296984404,9.17074379716315,1.0
1393,distance_to_ideal_p1,Compromise L1,True,8,0.8026315789473685,47.34103779595529,0.9210526315789473,23.470596415494278,0.9210526315789473,0.1938349296984404,9.17074379716315,1.0
1842,distance_to_ideal_p2,Compromise L2,False,7,0.7894736842105263,44.55360647453463,0.9078947368421053,32.756401843877356,0.9210526315789473,0.2004171011916955,15.853930990393032,1.0
438,distance_to_ideal_pinf,Minimax regret,False,7,0.7763157894736842,39.62996722426418,0.8157894736842105,31.508409391248737,0.9342105263157895,0.2550772074058571,16.584252019858425,1.0
438,maximin,Best worst-case,False,7,0.7763157894736842,39.62996722426418,0.8157894736842105,31.508409391248737,0.9342105263157895,0.2550772074058571,16.584252019858425,1.0
1393,mean_scaled_dominating,Balanced (dominating),True,8,0.8026315789473685,47.34103779595529,0.9210526315789473,23.470596415494278,0.9210526315789473,0.1938349296984404,9.17074379716315,1.0
1682,diverse_1,Diverse 1,True,8,0.75,34.77772696536647,0.868421052631579,23.861962358716738,0.881578947368421,0.342251693641589,5.289490013655876,0.7631578947368421
115,diverse_2,Diverse 2,True,6,0.6447368421052632,47.579500687532516,0.7894736842105263,23.145014121393427,0.881578947368421,0.29402295601100026,20.139511315248782,0.9605263157894737
