objective,n_sow,min,mean,max,p01,p05,p10,p25,p50,p75,p90,p95,p99
nyc_delivery_reliability_annual,1000,0.13224489795918368,0.3713836734693878,0.6677551020408163,0.15019591836734694,0.1893469387755102,0.21216326530612245,0.27591836734693875,0.36612244897959184,0.46530612244897956,0.5346938775510204,0.5747346938775509,0.635934693877551
nyc_delivery_deficit_p99_pct,1000,35.000000001539824,35.78796550199138,59.18808641086972,35.000000001848775,35.00000000203076,35.000000002117595,35.00000000227459,35.000000002492314,35.000000002744244,35.75387433534495,41.65526642934571,51.24511702501647
montague_flow_reliability_annual,1000,0.22040816326530613,0.46774775510204086,0.7461224489795918,0.2497795918367347,0.2840408163265306,0.31167346938775514,0.3769387755102041,0.4636734693877551,0.5616326530612245,0.6189387755102042,0.6620408163265306,0.7119346938775509
montague_flow_deficit_p99_pct,1000,11.428543494664325,15.053030041388535,43.862147628954894,11.428562943880975,11.428571400000003,11.428571400000004,11.595195962168624,12.995302723371976,17.024043362255227,21.789610720234776,22.89419587780923,33.14749956958353
trenton_flow_reliability_annual,1000,0.39510204081632655,0.700570612244898,0.916734693877551,0.4325795918367347,0.48812244897959184,0.5257142857142857,0.6122448979591837,0.7191836734693877,0.7983673469387755,0.8473469387755102,0.8718775510204081,0.8947346938775509
downstream_flood_exceedance_annual,1000,0.2512278693405938,1.598465530501739,6.840014108803313,0.32288317364425173,0.4296267500828163,0.5062281852669395,0.7562821625553398,1.294775374304955,2.2205270637005454,3.0311949947578594,3.690929321713293,4.699214674954702
nyc_storage_min_p01_pct,1000,0.0,11.796573798920509,28.813551729468575,0.0,0.0,0.010073507673374726,4.7526584427179825,11.91685508786956,18.434489388254487,22.79383454441794,24.00540100913311,27.059183332446295
nj_delivery_reliability_annual,1000,0.22040816326530613,0.4994571428571429,0.7975510204081633,0.24242448979591835,0.2889795918367347,0.3216326530612245,0.396734693877551,0.5,0.6065306122448979,0.6719183673469388,0.7135510204081632,0.7592653061224489
